ICD,Desc
Z16.30,Resistance to unspecified antimicrobial drugs 
Z16.24,Resistance to multiple antibiotics 
Z85.00,Personal history of malignant neoplasm of unspecified digestive organ 
Z85.810,Personal history of malignant neoplasm of tongue 
Z85.818,Personal history of malignant neoplasm of other sites of lip oral cavity and pharynx 
Z85.01,Personal history of malignant neoplasm of esophagus 
Z85.028,Personal history of other malignant neoplasm of stomach 
Z85.038,Personal history of other malignant neoplasm of large intestine 
Z85.048,Personal history of other malignant neoplasm of rectum rectosigmoid junction and anus 
Z85.05,Personal history of malignant neoplasm of liver 
Z85.068,Personal history of other malignant neoplasm of small intestine 
Z85.118,Personal history of other malignant neoplasm of bronchus and lung 
Z85.12,Personal history of malignant neoplasm of trachea 
Z85.20,Personal history of malignant neoplasm of unspecified respiratory organ 
Z85.21,Personal history of malignant neoplasm of larynx 
Z85.22,Personal history of malignant neoplasm of nasal cavities middle ear and accessory sinuses 
Z85.29,Personal history of malignant neoplasm of other respiratory and intrathoracic organs 
Z85.3,Personal history of malignant neoplasm of breast 
Z85.40,Personal history of malignant neoplasm of unspecified female genital organ 
Z85.41,Personal history of malignant neoplasm of cervix uteri 
Z85.42,Personal history of malignant neoplasm of other parts of uterus 
Z85.43,Personal history of malignant neoplasm of ovary 
Z85.44,Personal history of malignant neoplasm of other female genital organs 
Z85.45,Personal history of malignant neoplasm of unspecified male genital organ 
Z85.46,Personal history of malignant neoplasm of prostate 
Z85.47,Personal history of malignant neoplasm of testis 
Z85.48,Personal history of malignant neoplasm of epididymis 
Z85.49,Personal history of malignant neoplasm of other male genital organs 
Z85.50,Personal history of malignant neoplasm of unspecified urinary tract organ 
Z85.51,Personal history of malignant neoplasm of bladder 
Z85.528,Personal history of other malignant neoplasm of kidney 
Z85.53,Personal history of malignant neoplasm of renal pelvis 
Z85.54,Personal history of malignant neoplasm of ureter 
Z85.6,Personal history of leukemia 
Z85.6,Personal history of leukemia 
Z85.6,Personal history of leukemia 
Z85.6,Personal history of leukemia 
Z85.6,Personal history of leukemia 
Z85.831,Personal history of malignant neoplasm of soft tissue 
Z85.71,Personal history of Hodgkin lymphoma 
Z85.79,Personal history of other malignant neoplasms of lymphoid hematopoietic and related tissues 
Z85.830,Personal history of malignant neoplasm of bone 
Z85.820,Personal history of malignant melanoma of skin 
Z85.828,Personal history of other malignant neoplasm of skin 
Z85.840,Personal history of malignant neoplasm of eye 
Z85.841,Personal history of malignant neoplasm of brain 
Z85.848,Personal history of malignant neoplasm of other parts of nervous tissue 
Z85.850,Personal history of malignant neoplasm of thyroid 
Z85.858,Personal history of malignant neoplasm of other endocrine glands 
Z85.831,Personal history of malignant neoplasm of soft tissue 
Z85.9,Personal history of malignant neoplasm unspecified 
Z85.020,Personal history of malignant carcinoid tumor of stomach 
Z65.8,Other specified problems related to psychosocial circumstances 
Z65.8,Other specified problems related to psychosocial circumstances 
Z65.8,Other specified problems related to psychosocial circumstances 
Z65.8,Other specified problems related to psychosocial circumstances 
Z86.51,Personal history of combat and operational stress reaction 
Z86.59,Personal history of other mental and behavioral disorders 
Z86.59,Personal history of other mental and behavioral disorders 
Z86.19,Personal history of other infectious and parasitic diseases 
Z86.11,Personal history of tuberculosis 
Z86.12,Personal history of poliomyelitis 
Z86.13,Personal history of malaria 
Z86.14,Personal history of Methicillin resistant Staphylococcus aureus infection 
Z86.19,Personal history of other infectious and parasitic diseases 
Z86.39,Personal history of other endocrine nutritional and metabolic disease 
Z86.32,Personal history of gestational diabetes 
Z86.2,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism 
Z86.2,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism 
Z86.69,Personal history of other diseases of the nervous system and sense organs 
Z86.011,Personal history of benign neoplasm of the brain 
Z86.61,Personal history of infections of the central nervous system 
Z86.69,Personal history of other diseases of the nervous system and sense organs 
Z86.79,Personal history of other diseases of the circulatory system 
Z86.718,Personal history of other venous thrombosis and embolism 
Z86.72,Personal history of thrombophlebitis 
Z86.74,Personal history of sudden cardiac arrest 
Z86.73,Personal history of transient ischemic attack (TIA) and cerebral infarction without residual deficits 
Z86.711,Personal history of pulmonary embolism 
Z86.79,Personal history of other diseases of the circulatory system 
Z87.09,Personal history of other diseases of the respiratory system 
Z87.01,Personal history of pneumonia (recurrent) 
Z87.09,Personal history of other diseases of the respiratory system 
Z87.19,Personal history of other diseases of the digestive system 
Z87.11,Personal history of peptic ulcer disease 
Z86.010,Personal history of colonic polyps 
Z87.19,Personal history of other diseases of the digestive system 
Z87.448,Personal history of other diseases of urinary system 
Z87.442,Personal history of urinary calculi 
Z87.440,Personal history of urinary (tract) infections 
Z87.441,Personal history of nephrotic syndrome 
Z87.448,Personal history of other diseases of urinary system 
Z87.59,Personal history of other complications of pregnancy childbirth and the puerperium 
Z87.51,Personal history of pre-term labor 
Z87.410,Personal history of cervical dysplasia 
Z87.411,Personal history of vaginal dysplasia 
Z87.412,Personal history of vulvar dysplasia 
Z87.42,Personal history of other diseases of the female genital tract 
Z87.2,Personal history of diseases of the skin and subcutaneous tissue 
Z87.39,Personal history of other diseases of the musculoskeletal system and connective tissue 
Z87.311,Personal history of (healed) other pathological fracture 
Z87.312,Personal history of (healed) stress fracture 
Z87.39,Personal history of other diseases of the musculoskeletal system and connective tissue 
Z87.710,Personal history of (corrected) hypospadias 
Z87.718,Personal history of other specified (corrected) congenital malformations of genitourinary system 
Z87.728,Personal history of other specified (corrected) congenital malformations of nervous system and sense organs 
Z87.790,Personal history of (corrected) congenital malformations of face and neck 
Z87.74,Personal history of (corrected) congenital malformations of heart and circulatory system 
Z87.75,Personal history of (corrected) congenital malformations of respiratory system 
Z87.738,Personal history of other specified (corrected) congenital malformations of digestive system 
Z87.76,Personal history of (corrected) congenital malformations of integument limbs and musculoskeletal system 
Z87.798,Personal history of other (corrected) congenital malformations 
Z87.898,Personal history of other specified conditions 
Z87.892,Personal history of anaphylaxis 
Z87.898,Personal history of other specified conditions 
Z87.898,Personal history of other specified conditions 
Z88.0,Allergy status to penicillin 
Z88.1,Allergy status to other antibiotic agents status 
Z88.2,Allergy status to sulfonamides status 
Z88.3,Allergy status to other anti-infective agents status 
Z88.4,Allergy status to anesthetic agent status 
Z88.5,Allergy status to narcotic agent status 
Z88.6,Allergy status to analgesic agent status 
Z88.7,Allergy status to serum and vaccine status 
Z88.8,Allergy status to other drugs medicaments and biological substances status 
Z88.9,Allergy status to unspecified drugs medicaments and biological substances status 
Z91.010,Allergy to peanuts 
Z91.011,Allergy to milk products 
Z91.012,Allergy to eggs 
Z91.013,Allergy to seafood 
Z91.018,Allergy to other foods 
Z91.038,Other insect allergy status 
Z91.040,Latex allergy status 
Z91.041,Radiographic dye allergy status 
Z91.048,Other nonmedicinal substance allergy status 
Z98.89,Other specified postprocedural states 
Z98.870,Personal history of in utero procedure during pregnancy 
Z98.871,Personal history of in utero procedure while a fetus 
Z98.89,Other specified postprocedural states 
Z92.3,Personal history of irradiation 
Z91.410,Personal history of adult physical and sexual abuse 
Z91.411,Personal history of adult psychological abuse 
Z91.49,Other personal history of psychological trauma not elsewhere classified 
Z87.81,Personal history of (healed) traumatic fracture 
Z87.820,Personal history of traumatic brain injury 
Z87.821,Personal history of retained foreign body fully removed 
Z87.828,Personal history of other (healed) physical injury and trauma 
Z91.89,Other specified personal risk factors not elsewhere classified 
Z92.0,Personal history of contraception 
Z92.83,Personal history of failed moderate sedation 
Z91.19,Patient's noncompliance with other medical treatment and regimen 
Z87.891,Personal history of nicotine dependence 
Z28.3,Underimmunization status 
Z77.090,Contact with and (suspected) exposure to asbestos 
Z57.8,Occupational exposure to other risk factors 
Z77.011,Contact with and (suspected) exposure to lead 
Z92.81,Personal history of extracorporeal membrane oxygenation (ECMO) 
Z91.81,History of falling 
Z77.9,Other contact with and (suspected) exposures hazardous to health 
Z91.89,Other specified personal risk factors not elsewhere classified 
Z80.0,Family history of malignant neoplasm of digestive organs 
Z80.1,Family history of malignant neoplasm of trachea bronchus and lung 
Z80.2,Family history of malignant neoplasm of other respiratory and intrathoracic organs 
Z80.3,Family history of malignant neoplasm of breast 
Z80.49,Family history of malignant neoplasm of other genital organs 
Z80.41,Family history of malignant neoplasm of ovary 
Z80.42,Family history of malignant neoplasm of prostate 
Z80.43,Family history of malignant neoplasm of testis 
Z80.49,Family history of malignant neoplasm of other genital organs 
Z80.51,Family history of malignant neoplasm of kidney 
Z80.52,Family history of malignant neoplasm of bladder 
Z80.59,Family history of malignant neoplasm of other urinary tract organ 
Z80.6,Family history of leukemia 
Z80.7,Family history of other malignant neoplasms of lymphoid hematopoietic and related tissues 
Z80.8,Family history of malignant neoplasm of other organs or systems 
Z80.9,Family history of malignant neoplasm unspecified 
Z81.8,Family history of other mental and behavioral disorders 
Z82.3,Family history of stroke 
Z82.0,Family history of epilepsy and other diseases of the nervous system 
Z82.49,Family history of ischemic heart disease and other diseases of the circulatory system 
Z82.41,Family history of sudden cardiac death 
Z82.49,Family history of ischemic heart disease and other diseases of the circulatory system 
Z82.5,Family history of asthma and other chronic lower respiratory diseases 
Z83.6,Family history of other diseases of the respiratory system 
Z82.61,Family history of arthritis 
Z82.62,Family history of osteoporosis 
Z82.69,Family history of other diseases of the musculoskeletal system and connective tissue 
Z83.3,Family history of diabetes mellitus 
Z83.41,Family history of multiple endocrine neoplasia [MEN] syndrome 
Z83.49,Family history of other endocrine nutritional and metabolic diseases 
Z83.2,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism 
Z83.2,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism 
Z81.0,Family history of intellectual disabilities 
Z83.71,Family history of colonic polyps 
Z83.79,Family history of other diseases of the digestive system 
Z82.71,Family history of polycystic kidney 
Z84.1,Family history of disorders of kidney and ureter 
Z84.2,Family history of other diseases of the genitourinary system 
Z83.1,Family history of other infectious and parasitic diseases 
Z84.81,Family history of carrier of genetic disease 
Z82.1,Family history of blindness and visual loss 
Z83.511,Family history of glaucoma 
Z83.518,Family history of other specified eye disorder 
Z82.2,Family history of deafness and hearing loss 
Z83.52,Family history of ear disorders 
Z84.0,Family history of diseases of the skin and subcutaneous tissue 
Z82.79,Family history of other congenital malformations deformations and chromosomal abnormalities 
Z84.89,Family history of other specified conditions 
Z84.3,Family history of consanguinity 
Z84.89,Family history of other specified conditions 
Z76.1,Encounter for health supervision and care of foundling 
Z76.2,Encounter for health supervision and care of other healthy infant and child 
Z00.129,Encounter for routine child health examination without abnormal findings 
Z00.110,Health examination for newborn under 8 days old 
Z00.111,Health examination for newborn 8 to 28 days old 
Z00.2,Encounter for examination for period of rapid growth in childhood 
Z00.3,Encounter for examination for adolescent development state 
Z00.3,Encounter for examination for adolescent development state 
P07.10,Other low birth weight newborn unspecified weight 
P07.01,Extremely low birth weight newborn less than 500 grams 
P07.02,Extremely low birth weight newborn 500-749 grams 
P07.14,Other low birth weight newborn 1000-1249 grams 
P07.16,Other low birth weight newborn 1500-1749 grams 
P07.18,Other low birth weight newborn 2000-2499 grams 
Z00.2,Encounter for examination for period of rapid growth in childhood 
Z87.898,Personal history of other specified conditions 
Z34.00,Encounter for supervision of normal first pregnancy unspecified trimester 
Z34.80,Encounter for supervision of other normal pregnancy unspecified trimester 
Z33.1,Pregnant state incidental 
O09.00,Supervision of pregnancy with history of infertility unspecified trimester 
O09.10,Supervision of pregnancy with history of ectopic or molar pregnancy unspecified trimester 
O09.291,Supervision of pregnancy with other poor reproductive or obstetric history first trimester 
O09.40,Supervision of pregnancy with grand multiparity unspecified trimester 
O09.211,Supervision of pregnancy with history of pre-term labor first trimester 
O09.10,Supervision of pregnancy with history of ectopic or molar pregnancy unspecified trimester 
O09.291,Supervision of pregnancy with other poor reproductive or obstetric history first trimester 
O09.291,Supervision of pregnancy with other poor reproductive or obstetric history first trimester 
O09.30,Supervision of pregnancy with insufficient antenatal care unspecified trimester 
O09.511,Supervision of elderly primigravida first trimester 
O09.521,Supervision of elderly multigravida first trimester 
O09.611,Supervision of young primigravida first trimester 
O09.621,Supervision of young multigravida first trimester 
O09.819,Supervision of pregnancy resulting from assisted reproductive technology unspecified trimester 
O09.821,Supervision of pregnancy with history of in utero procedure during previous pregnancy first trimester 
O36.80x0,Pregnancy with inconclusive fetal viability not applicable or unspecified 
O09.891,Supervision of other high risk pregnancies first trimester 
O09.90,Supervision of high risk pregnancy unspecified unspecified trimester 
Z39.0,Encounter for care and examination of mother immediately after delivery 
Z39.1,Encounter for care and examination of lactating mother 
Z39.2,Encounter for routine postpartum follow-up 
Z30.011,Encounter for initial prescription of contraceptive pills 
Z30.018,Encounter for initial prescription of other contraceptives 
Z30.012,Encounter for prescription of emergency contraception 
Z30.02,Counseling and instruction in natural family planning to avoid pregnancy 
Z30.09,Encounter for other general counseling and advice on contraception 
Z30.430,Encounter for insertion of intrauterine contraceptive device 
Z30.432,Encounter for removal of intrauterine contraceptive device 
Z30.433,Encounter for removal and reinsertion of intrauterine contraceptive device 
Z30.2,Encounter for sterilization 
Z30.8,Encounter for other contraceptive management 
Z30.40,Encounter for surveillance of contraceptives unspecified 
Z30.41,Encounter for surveillance of contraceptive pills 
Z30.431,Encounter for routine checking of intrauterine contraceptive device 
Z30.49,Encounter for surveillance of other contraceptives 
Z30.49,Encounter for surveillance of other contraceptives 
Z30.49,Encounter for surveillance of other contraceptives 
Z30.8,Encounter for other contraceptive management 
Z30.9,Encounter for contraceptive management unspecified 
Z31.0,Encounter for reversal of previous sterilization 
Z31.89,Encounter for other procreative management 
Z31.41,Encounter for fertility testing 
Z31.42,Aftercare following sterilization reversal 
Z31.49,Encounter for other procreative investigation and testing 
Z31.430,Encounter of female for testing for genetic disease carrier status for procreative management 
Z31.438,Encounter for other genetic testing of female for procreative management 
Z31.5,Encounter for genetic counseling 
Z31.440,Encounter of male for testing for genetic disease carrier status for procreative management 
Z31.441,Encounter for testing of male partner of patient with recurrent pregnancy loss 
Z31.448,Encounter for other genetic testing of male for procreative management 
Z31.61,Procreative counseling and advice using natural family planning 
Z31.62,Encounter for fertility preservation counseling 
Z31.69,Encounter for other general counseling and advice on procreation 
Z98.51,Tubal ligation status 
Z98.52,Vasectomy status 
Z31.83,Encounter for assisted reproductive fertility procedure cycle 
Z31.84,Encounter for fertility preservation procedure 
Z31.89,Encounter for other procreative management 
Z31.9,Encounter for procreative management unspecified 
Z37.0,Single live birth 
Z37.1,Single stillbirth 
Z37.2,Twins both liveborn 
Z37.3,Twins one liveborn and one stillborn 
Z37.4,Twins both stillborn 
Z37.59,Other multiple births all liveborn 
Z37.69,Other multiple births some liveborn 
Z37.7,Other multiple births all stillborn 
Z37.9,Outcome of delivery unspecified 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
Z36,Encounter for antenatal screening of mother 
P00.2,Newborn (suspected to be) affected by maternal infectious and parasitic diseases 
P00.89,Newborn (suspected to be) affected by other maternal conditions 
P00.3,Newborn (suspected to be) affected by other maternal circulatory and respiratory diseases 
P00.89,Newborn (suspected to be) affected by other maternal conditions 
P00.89,Newborn (suspected to be) affected by other maternal conditions 
P00.9,Newborn (suspected to be) affected by unspecified maternal condition 
Z38.00,Single liveborn infant delivered vaginally 
Z38.01,Single liveborn infant delivered by cesarean 
Z38.1,Single liveborn infant born outside hospital 
Z38.1,Single liveborn infant born outside hospital 
Z38.30,Twin liveborn infant delivered vaginally 
Z38.31,Twin liveborn infant delivered by cesarean 
Z38.4,Twin liveborn infant born outside hospital 
Z38.4,Twin liveborn infant born outside hospital 
Z38.30,Twin liveborn infant delivered vaginally 
Z38.31,Twin liveborn infant delivered by cesarean 
Z38.4,Twin liveborn infant born outside hospital 
Z38.4,Twin liveborn infant born outside hospital 
Z38.30,Twin liveborn infant delivered vaginally 
Z38.31,Twin liveborn infant delivered by cesarean 
Z38.4,Twin liveborn infant born outside hospital 
Z38.4,Twin liveborn infant born outside hospital 
Z38.61,Triplet liveborn infant delivered vaginally 
Z38.69,Other multiple liveborn infant delivered by cesarean 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.68,Other multiple liveborn infant delivered vaginally 
Z38.69,Other multiple liveborn infant delivered by cesarean 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.68,Other multiple liveborn infant delivered vaginally 
Z38.69,Other multiple liveborn infant delivered by cesarean 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.68,Other multiple liveborn infant delivered vaginally 
Z38.69,Other multiple liveborn infant delivered by cesarean 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.7,Other multiple liveborn infant born outside hospital 
Z38.00,Single liveborn infant delivered vaginally 
Z38.01,Single liveborn infant delivered by cesarean 
Z38.1,Single liveborn infant born outside hospital 
Z38.1,Single liveborn infant born outside hospital 
F81.9,Developmental disorder of scholastic skills unspecified 
Z86.59,Personal history of other mental and behavioral disorders 
F48.9,Nonpsychotic mental disorder unspecified 
Z91.83,Wandering in diseases classified elsewhere 
F69,Unspecified disorder of adult personality and behavior 
F69,Unspecified disorder of adult personality and behavior 
Z97.3,Presence of spectacles and contact lenses 
H57.9,Unspecified disorder of eye and adnexa 
R68.89,Other general symptoms and signs 
H93.90,Unspecified disorder of ear unspecified ear 
R47.89,Other speech disturbances 
R43.9,Unspecified disturbances of smell and taste 
R13.10,Dysphagia unspecified 
F52.9,Unspecified sexual dysfunction not due to a substance or known physiological condition 
R68.89,Other general symptoms and signs 
R69,Illness unspecified 
Z94.0,Kidney transplant status 
Z94.1,Heart transplant status 
Z95.3,Presence of xenogenic heart valve 
Z94.5,Skin transplant status 
Z94.6,Bone transplant status 
Z94.7,Corneal transplant status 
Z94.2,Lung transplant status 
Z94.4,Liver transplant status 
Z94.81,Bone marrow transplant status 
Z94.84,Stem cells transplant status 
Z94.83,Pancreas transplant status 
Z94.82,Intestine transplant status 
Z94.89,Other transplanted organ and tissue status 
Z94.9,Transplanted organ and tissue status unspecified 
Z97.0,Presence of artificial eye 
Z96.1,Presence of intraocular lens 
Z95.811,Presence of heart assist device 
Z95.812,Presence of fully implantable artificial heart 
Z95.2,Presence of prosthetic heart valve 
Z95.828,Presence of other vascular implants and grafts 
Z96.0,Presence of urogenital implants 
Z96.60,Presence of unspecified orthopedic joint implant 
Z96.619,Presence of unspecified artificial shoulder joint 
Z96.629,Presence of unspecified artificial elbow joint 
Z96.639,Presence of unspecified artificial wrist joint 
Z96.649,Presence of unspecified artificial hip joint 
Z96.659,Presence of unspecified artificial knee joint 
Z96.669,Presence of unspecified artificial ankle joint 
Z96.698,Presence of other orthopedic joint implants 
Z97.10,Presence of artificial limb (complete) (partial) unspecified 
Z96.3,Presence of artificial larynx 
Z98.82,Breast implant status 
Z96.81,Presence of artificial skin 
Z96.9,Presence of functional implant unspecified 
Z93.0,Tracheostomy status 
Z93.1,Gastrostomy status 
Z93.2,Ileostomy status 
Z93.3,Colostomy status 
Z93.4,Other artificial openings of gastrointestinal tract status 
Z93.50,Unspecified cystostomy status 
Z93.51,Cutaneous-vesicostomy status 
Z93.52,Appendico-vesicostomy status 
Z93.59,Other cystostomy status 
Z93.6,Other artificial openings of urinary tract status 
Z93.8,Other artificial opening status 
Z93.8,Other artificial opening status 
Z93.9,Artificial opening status unspecified 
Z95.9,Presence of cardiac and vascular implant and graft unspecified 
Z95.0,Presence of cardiac pacemaker 
Z95.810,Presence of automatic (implantable) cardiac defibrillator 
Z95.818,Presence of other cardiac implants and grafts 
Z99.2,Dependence on renal dialysis 
Z91.15,Patient's noncompliance with renal dialysis 
Z98.2,Presence of cerebrospinal fluid drainage device 
Z98.0,Intestinal bypass and anastomosis status 
Z98.1,Arthrodesis status 
Z97.5,Presence of (intrauterine) contraceptive device 
Z97.5,Presence of (intrauterine) contraceptive device 
Z97.5,Presence of (intrauterine) contraceptive device 
Z98.49,Cataract extraction status unspecified eye 
Z98.83,Filtering (vitreous) bleb after glaucoma surgery status 
Z90.10,Acquired absence of unspecified breast and nipple 
Z90.49,Acquired absence of other specified parts of digestive tract 
Z90.5,Acquired absence of kidney 
Z90.6,Acquired absence of other parts of urinary tract 
Z90.3,Acquired absence of stomach [part of] 
Z90.2,Acquired absence of lung [part of] 
Z90.79,Acquired absence of other genital organ(s) 
Z90.01,Acquired absence of eye 
Z90.89,Acquired absence of other organs 
Z95.1,Presence of aortocoronary bypass graft 
Z98.61,Coronary angioplasty status 
Z98.86,Personal history of breast implant removal 
Z98.811,Dental restoration status 
Z96.41,Presence of insulin pump (external) (internal) 
Z98.84,Bariatric surgery status 
Z98.85,Transplanted organ removal status 
Z92.82,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility 
Z98.89,Other specified postprocedural states 
Z99.0,Dependence on aspirator 
Z99.11,Dependence on respirator [ventilator] status 
Z99.12,Encounter for respirator [ventilator] dependence during power failure 
Z99.11,Dependence on respirator [ventilator] status 
J95.850,Mechanical complication of respirator 
Z99.81,Dependence on supplemental oxygen 
Z99.3,Dependence on wheelchair 
Z99.89,Dependence on other enabling machines and devices 
Z99.89,Dependence on other enabling machines and devices 
Z87.898,Personal history of other specified conditions 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
R68.89,Other general symptoms and signs 
Z89.209,Acquired absence of unspecified upper limb unspecified level 
Z89.019,Acquired absence of unspecified thumb 
Z89.029,Acquired absence of unspecified finger(s) 
Z89.119,Acquired absence of unspecified hand 
Z89.129,Acquired absence of unspecified wrist 
Z89.219,Acquired absence of unspecified upper limb below elbow 
Z89.229,Acquired absence of unspecified upper limb above elbow 
Z89.239,Acquired absence of unspecified shoulder 
Z89.9,Acquired absence of limb unspecified 
Z89.419,Acquired absence of unspecified great toe 
Z89.429,Acquired absence of other toe(s) unspecified side 
Z89.439,Acquired absence of unspecified foot 
Z89.449,Acquired absence of unspecified ankle 
Z89.519,Acquired absence of unspecified leg below knee 
Z89.619,Acquired absence of unspecified leg above knee 
Z89.629,Acquired absence of unspecified hip joint 
Z78.0,Asymptomatic menopausal state 
Z98.810,Dental sealant status 
Z76.82,Awaiting organ transplant status 
Z74.01,Bed confinement status 
Z73.82,Dual sensory impairment 
Z66,Do not resuscitate 
Z78.1,Physical restraint status 
Z78.9,Other specified health status 
Z87.898,Personal history of other specified conditions 
Z41.1,Encounter for cosmetic surgery 
Z41.1,Encounter for cosmetic surgery 
Z41.2,Encounter for routine and ritual male circumcision 
Z41.3,Encounter for ear piercing 
Z40.01,Encounter for prophylactic removal of breast 
Z40.02,Encounter for prophylactic removal of ovary 
Z40.00,Encounter for prophylactic removal of unspecified organ 
Z41.8,Encounter for other procedures for purposes other than remedying health state 
Z41.9,Encounter for procedure for purposes other than remedying health state unspecified 
Z42.1,Encounter for breast reconstruction following mastectomy 
Z42.8,Encounter for other plastic and reconstructive surgery following medical procedure or healed injury 
Z44.009,Encounter for fitting and adjustment of unspecified artificial arm unspecified arm 
Z44.109,Encounter for fitting and adjustment of unspecified artificial leg unspecified leg 
Z44.20,Encounter for fitting and adjustment of artificial eye unspecified 
Z46.3,Encounter for fitting and adjustment of dental prosthetic device 
Z44.30,Encounter for fitting and adjustment of external breast prosthesis unspecified breast 
Z44.8,Encounter for fitting and adjustment of other external prosthetic devices 
Z44.9,Encounter for fitting and adjustment of unspecified external prosthetic device 
Z45.41,Encounter for adjustment and management of cerebrospinal fluid drainage device 
Z45.42,Encounter for adjustment and management of neuropacemaker (brain) (peripheral nerve) (spinal cord) 
Z46.2,Encounter for fitting and adjustment of other devices related to nervous system and special senses 
Z46.0,Encounter for fitting and adjustment of spectacles and contact lenses 
Z46.1,Encounter for fitting and adjustment of hearing aid 
Z45.010,Encounter for checking and testing of cardiac pacemaker pulse generator [battery] 
Z45.02,Encounter for adjustment and management of automatic implantable cardiac defibrillator 
Z45.09,Encounter for adjustment and management of other cardiac device 
Z46.4,Encounter for fitting and adjustment of orthodontic device 
Z46.59,Encounter for fitting and adjustment of other gastrointestinal appliance and device 
Z46.51,Encounter for fitting and adjustment of gastric lap band 
Z46.59,Encounter for fitting and adjustment of other gastrointestinal appliance and device 
Z46.6,Encounter for fitting and adjustment of urinary device 
Z46.89,Encounter for fitting and adjustment of other specified devices 
Z46.89,Encounter for fitting and adjustment of other specified devices 
Z46.9,Encounter for fitting and adjustment of unspecified device 
Z46.81,Encounter for fitting and adjustment of insulin pump 
Z46.89,Encounter for fitting and adjustment of other specified devices 
Z47.2,Encounter for removal of internal fixation device 
Z51.89,Encounter for other specified aftercare 
Z51.89,Encounter for other specified aftercare 
S52.90xD,Unspecified fracture of unspecified forearm subsequent encounter for closed fracture with routine healing 
S42.101D,Fracture of unspecified part of scapula right shoulder subsequent encounter for fracture with routine healing 
S59.101D,Unspecified physeal fracture of upper end of radius right arm subsequent encounter for fracture with routine healing 
S72.011D,Unspecified intracapsular fracture of right femur subsequent encounter for closed fracture with routine healing 
S82.90xD,Unspecified fracture of unspecified lower leg subsequent encounter for closed fracture with routine healing 
S72.471D,Torus fracture of lower end of right femur subsequent encounter for fracture with routine healing 
S92.302D,Fracture of unspecified metatarsal bone(s) left foot subsequent encounter for fracture with routine healing 
S12.110D,Anterior displaced Type II dens fracture subsequent encounter for fracture with routine healing 
S02.8xxD,Fractures of other specified skull and facial bones subsequent encounter for fracture with routine healing 
M84.40xD,Pathological fracture unspecified site subsequent encounter for fracture with routine healing 
M84.421D,Pathological fracture right humerus subsequent encounter for fracture with routine healing 
M84.431D,Pathological fracture right ulna subsequent encounter for fracture with routine healing 
M84.459D,Pathological fracture hip unspecified subsequent encounter for fracture with routine healing 
M84.40xD,Pathological fracture unspecified site subsequent encounter for fracture with routine healing 
M84.453D,Pathological fracture unspecified femur subsequent encounter for fracture with routine healing 
M84.469D,Pathological fracture unspecified tibia and fibula subsequent encounter for fracture with routine healing 
M84.40xD,Pathological fracture unspecified site subsequent encounter for fracture with routine healing 
M84.48xD,Pathological fracture other site subsequent encounter for fracture with routine healing 
Z47.1,Aftercare following joint replacement surgery 
Z47.31,Aftercare following explantation of shoulder joint prosthesis 
Z47.89,Encounter for other orthopedic aftercare 
Z51.89,Encounter for other specified aftercare 
Z43.0,Encounter for attention to tracheostomy 
Z43.1,Encounter for attention to gastrostomy 
Z43.2,Encounter for attention to ileostomy 
Z43.3,Encounter for attention to colostomy 
Z43.4,Encounter for attention to other artificial openings of digestive tract 
Z43.5,Encounter for attention to cystostomy 
Z43.6,Encounter for attention to other artificial openings of urinary tract 
Z43.7,Encounter for attention to artificial vagina 
Z43.8,Encounter for attention to other artificial openings 
Z43.9,Encounter for attention to unspecified artificial opening 
Z49.31,Encounter for adequacy testing for hemodialysis 
